                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.87845,                0.60794,                  1.134,                0.91947,                0.94197,                0.96701,                0.77235,                0.79475,                0.40928,                 1.0912,              0.0025255,              0.0025255,              0.0025255
                    153,                0.87717,                 0.6088,                  1.132,                0.91967,                 0.9423,                0.96709,                0.77275,                0.79398,                0.40867,                 1.0908,               0.002476,               0.002476,               0.002476
                    154,                0.87347,                0.60616,                 1.1312,                0.91979,                0.94253,                0.96724,                 0.7731,                0.79322,                0.40798,                 1.0902,              0.0024265,              0.0024265,              0.0024265
                    155,                0.88085,                0.60498,                 1.1317,                0.91952,                0.94329,                0.96744,                0.77366,                0.79236,                0.40736,                 1.0897,               0.002377,               0.002377,               0.002377
                    156,                0.87034,                0.60084,                 1.1292,                0.91973,                 0.9436,                0.96755,                0.77402,                0.79157,                0.40673,                 1.0892,              0.0023275,              0.0023275,              0.0023275
                    157,                0.86939,                0.59941,                 1.1309,                0.91993,                0.94382,                 0.9677,                 0.7744,                0.79074,                0.40613,                 1.0887,               0.002278,               0.002278,               0.002278
                    158,                0.87176,                0.59286,                 1.1278,                0.92041,                0.94417,                0.96789,                 0.7748,                0.78992,                0.40545,                 1.0882,              0.0022285,              0.0022285,              0.0022285
                    159,                0.87388,                0.59838,                 1.1313,                0.92071,                0.94455,                0.96799,                0.77508,                0.78913,                0.40476,                 1.0878,               0.002179,               0.002179,               0.002179
                    160,                0.86566,                0.59075,                 1.1239,                0.92112,                0.94474,                0.96816,                0.77553,                0.78831,                0.40413,                 1.0872,              0.0021295,              0.0021295,              0.0021295
                    161,                0.86685,                0.59412,                  1.127,                0.92123,                0.94514,                0.96831,                0.77582,                0.78739,                0.40352,                 1.0867,                0.00208,                0.00208,                0.00208
                    162,                0.86067,                0.59054,                 1.1245,                 0.9212,                0.94571,                0.96841,                0.77629,                0.78655,                0.40275,                 1.0862,              0.0020305,              0.0020305,              0.0020305
                    163,                0.86309,                0.59026,                  1.124,                0.92177,                0.94566,                0.96857,                0.77657,                0.78572,                0.40215,                 1.0857,               0.001981,               0.001981,               0.001981
                    164,                0.85546,                0.58284,                 1.1213,                0.92205,                0.94583,                0.96871,                0.77697,                0.78488,                0.40148,                 1.0852,              0.0019315,              0.0019315,              0.0019315
                    165,                0.85631,                 0.5777,                 1.1195,                0.92183,                0.94629,                0.96889,                 0.7774,                0.78401,                0.40077,                 1.0847,               0.001882,               0.001882,               0.001882
                    166,                0.85812,                0.58419,                 1.1227,                0.92229,                0.94631,                0.96904,                0.77776,                0.78307,                0.40005,                 1.0842,              0.0018325,              0.0018325,              0.0018325
                    167,                0.85506,                0.58171,                 1.1199,                0.92252,                0.94667,                0.96924,                0.77823,                0.78212,                0.39935,                 1.0836,               0.001783,               0.001783,               0.001783
                    168,                0.85825,                0.58284,                 1.1221,                 0.9229,                0.94723,                0.96943,                0.77863,                0.78121,                0.39867,                  1.083,              0.0017335,              0.0017335,              0.0017335
                    169,                0.85205,                0.57541,                 1.1182,                 0.9234,                0.94735,                0.96959,                0.77919,                0.78028,                0.39799,                 1.0825,               0.001684,               0.001684,               0.001684
                    170,                0.84988,                0.57712,                 1.1172,                0.92349,                0.94817,                0.96981,                0.77963,                0.77937,                0.39732,                  1.082,              0.0016345,              0.0016345,              0.0016345
                    171,                0.85179,                0.57184,                 1.1189,                0.92362,                0.94855,                0.97003,                0.78016,                0.77846,                0.39652,                 1.0814,               0.001585,               0.001585,               0.001585
                    172,                0.84625,                0.57181,                 1.1179,                0.92398,                0.94867,                0.97015,                0.78045,                0.77759,                0.39591,                 1.0809,              0.0015355,              0.0015355,              0.0015355
                    173,                0.85098,                0.57083,                 1.1182,                0.92428,                0.94871,                0.97031,                0.78094,                0.77658,                0.39529,                 1.0803,               0.001486,               0.001486,               0.001486
                    174,                 0.8408,                0.56763,                 1.1185,                0.92486,                0.94881,                0.97051,                0.78118,                0.77562,                0.39464,                 1.0797,              0.0014365,              0.0014365,              0.0014365
                    175,                0.84073,                 0.5651,                 1.1113,                0.92529,                0.94898,                0.97066,                0.78161,                0.77471,                0.39401,                 1.0792,               0.001387,               0.001387,               0.001387
                    176,                0.84317,                0.56811,                 1.1148,                0.92502,                0.94961,                0.97075,                0.78211,                0.77375,                0.39327,                 1.0786,              0.0013375,              0.0013375,              0.0013375
                    177,                0.84108,                0.56646,                 1.1113,                0.92594,                0.94936,                0.97092,                0.78254,                0.77276,                0.39264,                  1.078,               0.001288,               0.001288,               0.001288
                    178,                0.83702,                0.56417,                 1.1119,                0.92617,                 0.9495,                0.97109,                0.78302,                0.77176,                0.39206,                 1.0774,              0.0012385,              0.0012385,              0.0012385
                    179,                0.83203,                0.55865,                 1.1099,                0.92662,                0.94983,                0.97128,                 0.7836,                0.77076,                0.39127,                 1.0768,               0.001189,               0.001189,               0.001189
                    180,                0.83542,                0.55811,                  1.111,                0.92689,                0.95007,                0.97145,                0.78417,                0.76977,                0.39061,                 1.0762,              0.0011395,              0.0011395,              0.0011395
                    181,                0.83064,                0.55458,                 1.1088,                0.92727,                0.95031,                0.97163,                0.78458,                0.76886,                0.38995,                 1.0756,                0.00109,                0.00109,                0.00109
                    182,                0.82916,                0.54777,                 1.1053,                0.92762,                0.95045,                0.97179,                0.78483,                0.76786,                0.38933,                  1.075,              0.0010405,              0.0010405,              0.0010405
                    183,                0.83025,                0.55535,                 1.1096,                0.92782,                0.95051,                0.97191,                0.78515,                0.76686,                0.38857,                 1.0744,               0.000991,               0.000991,               0.000991
                    184,                0.82819,                0.54795,                 1.1017,                0.92842,                0.95046,                 0.9721,                0.78554,                0.76591,                0.38795,                 1.0738,              0.0009415,              0.0009415,              0.0009415
                    185,                0.82815,                0.55211,                 1.1054,                0.92894,                0.95059,                0.97223,                0.78595,                 0.7649,                0.38724,                 1.0731,               0.000892,               0.000892,               0.000892
                    186,                0.82388,                0.54347,                 1.1039,                0.92917,                0.95065,                0.97239,                 0.7864,                0.76391,                0.38661,                 1.0725,              0.0008425,              0.0008425,              0.0008425
                    187,                0.81641,                0.54121,                 1.0994,                0.92948,                0.95083,                0.97254,                0.78675,                0.76294,                0.38596,                 1.0719,               0.000793,               0.000793,               0.000793
                    188,                0.81811,                 0.5473,                 1.1026,                 0.9295,                0.95112,                0.97266,                0.78735,                  0.762,                0.38523,                 1.0713,              0.0007435,              0.0007435,              0.0007435
                    189,                0.82322,                0.54307,                 1.1015,                0.92983,                0.95091,                0.97278,                 0.7877,                0.76105,                0.38466,                 1.0707,               0.000694,               0.000694,               0.000694
                    190,                0.81223,                0.54102,                 1.0984,                   0.93,                0.95115,                0.97295,                0.78819,                0.76017,                0.38405,                 1.0702,              0.0006445,              0.0006445,              0.0006445
                    191,                0.81921,                0.53947,                 1.1009,                0.93025,                0.95128,                0.97308,                 0.7886,                 0.7592,                0.38332,                 1.0696,               0.000595,               0.000595,               0.000595
                    192,                0.80971,                0.53425,                 1.0954,                0.93062,                0.95142,                0.97321,                0.78911,                0.75824,                 0.3827,                  1.069,              0.0005455,              0.0005455,              0.0005455
                    193,                0.81553,                0.53737,                  1.096,                0.93073,                0.95152,                0.97331,                0.78955,                 0.7573,                0.38214,                 1.0684,               0.000496,               0.000496,               0.000496
                    194,                0.81037,                 0.5334,                 1.0981,                0.93088,                0.95188,                0.97346,                0.79003,                0.75631,                0.38157,                 1.0678,              0.0004465,              0.0004465,              0.0004465
                    195,                0.80978,                0.53264,                 1.0964,                0.93132,                0.95195,                0.97358,                0.79039,                0.75532,                  0.381,                 1.0672,               0.000397,               0.000397,               0.000397
                    196,                0.81072,                0.53109,                 1.0959,                0.93149,                0.95213,                0.97371,                0.79094,                 0.7544,                0.38032,                 1.0666,              0.0003475,              0.0003475,              0.0003475
                    197,                 0.8067,                0.53102,                 1.0985,                0.93197,                0.95227,                0.97388,                0.79122,                0.75343,                0.37967,                  1.066,               0.000298,               0.000298,               0.000298
                    198,                0.80533,                0.52585,                 1.0969,                0.93192,                0.95228,                0.97397,                0.79155,                0.75243,                0.37911,                 1.0654,              0.0002485,              0.0002485,              0.0002485
                    199,                0.80751,                0.53252,                 1.0984,                0.93231,                0.95235,                0.97414,                0.79193,                0.75146,                0.37846,                 1.0648,               0.000199,               0.000199,               0.000199
