                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     57,                 1.0165,                0.83498,                 1.1667,                0.86699,                0.89964,                0.93244,                 0.7066,                0.91499,                0.52717,                  1.103,               0.004456,               0.004456,               0.004456
                     58,                 1.0076,                0.82588,                 1.1643,                0.87025,                0.89934,                0.93364,                0.70761,                0.91295,                0.52376,                 1.1004,               0.004357,               0.004357,               0.004357
                     59,                 1.0155,                0.83545,                 1.1693,                0.87221,                0.89861,                 0.9342,                0.70912,                0.91028,                0.52257,                 1.1004,               0.004258,               0.004258,               0.004258
                     60,                 1.0138,                0.83381,                 1.1677,                0.86904,                 0.9043,                0.93558,                0.71052,                0.90553,                0.51817,                 1.0984,               0.004159,               0.004159,               0.004159
                     61,                 1.0086,                0.82058,                 1.1597,                0.87078,                0.90513,                0.93579,                0.71185,                0.90406,                0.51685,                 1.0969,                0.00406,                0.00406,                0.00406
                     62,                 1.0072,                0.81387,                 1.1644,                0.87511,                0.90313,                 0.9377,                0.71396,                0.90081,                  0.513,                 1.0944,               0.003961,               0.003961,               0.003961
                     63,                 1.0034,                 0.8071,                 1.1621,                0.87188,                0.90725,                 0.9386,                0.71513,                0.89911,                0.51008,                  1.095,               0.003862,               0.003862,               0.003862
                     64,                 1.0046,                0.80518,                 1.1593,                0.87922,                 0.9051,                 0.9402,                0.71822,                0.89688,                0.50565,                 1.0926,               0.003763,               0.003763,               0.003763
                     65,                0.99805,                0.79612,                 1.1596,                0.87822,                0.90596,                0.94082,                 0.7194,                0.89556,                0.50099,                 1.0907,               0.003664,               0.003664,               0.003664
                     66,                 0.9953,                0.78904,                 1.1581,                0.88202,                0.90598,                0.94152,                0.72062,                0.89397,                0.49801,                 1.0898,               0.003565,               0.003565,               0.003565
                     67,                0.99312,                 0.7924,                 1.1575,                0.88089,                0.90981,                 0.9424,                0.72196,                0.89237,                0.49742,                 1.0892,               0.003466,               0.003466,               0.003466
                     68,                0.99226,                  0.787,                 1.1548,                0.88014,                0.91228,                0.94344,                 0.7234,                0.88984,                 0.4941,                 1.0869,               0.003367,               0.003367,               0.003367
                     69,                0.98955,                 0.7827,                 1.1522,                0.87625,                0.91703,                0.94359,                0.72438,                0.88782,                 0.4921,                  1.087,               0.003268,               0.003268,               0.003268
                     70,                0.99302,                0.78319,                 1.1548,                0.87976,                0.91619,                0.94422,                0.72518,                0.88568,                0.48947,                 1.0857,               0.003169,               0.003169,               0.003169
                     71,                0.98372,                0.76955,                 1.1524,                0.88204,                0.91408,                0.94454,                0.72579,                0.88365,                0.48677,                 1.0839,                0.00307,                0.00307,                0.00307
                     72,                0.97645,                0.76626,                 1.1485,                0.88304,                0.91513,                0.94529,                0.72657,                0.88203,                 0.4844,                 1.0831,               0.002971,               0.002971,               0.002971
                     73,                0.98325,                0.76307,                 1.1486,                0.88302,                0.91651,                0.94612,                0.72759,                 0.8796,                0.48247,                 1.0822,               0.002872,               0.002872,               0.002872
                     74,                0.97578,                0.75309,                 1.1464,                0.88504,                0.91487,                0.94698,                0.72897,                0.87828,                0.48045,                 1.0815,               0.002773,               0.002773,               0.002773
                     75,                0.97286,                0.74501,                 1.1495,                0.89039,                 0.9125,                0.94805,                0.72992,                0.87597,                0.47795,                 1.0806,               0.002674,               0.002674,               0.002674
                     76,                0.97292,                0.74369,                 1.1448,                0.88506,                0.91766,                 0.9487,                0.73101,                0.87445,                0.47633,                 1.0801,               0.002575,               0.002575,               0.002575
                     77,                0.97661,                0.74611,                 1.1452,                0.88904,                0.91606,                0.94949,                0.73182,                0.87251,                 0.4737,                 1.0783,               0.002476,               0.002476,               0.002476
                     78,                0.97531,                0.73713,                 1.1455,                0.88967,                0.91887,                0.94974,                0.73247,                0.87106,                0.47177,                 1.0773,               0.002377,               0.002377,               0.002377
                     79,                0.96579,                0.72983,                 1.1391,                0.88828,                0.92117,                0.95011,                0.73329,                0.86984,                0.46998,                 1.0765,               0.002278,               0.002278,               0.002278
                     80,                 0.9711,                0.73877,                 1.1428,                0.89016,                 0.9201,                0.95044,                0.73418,                0.86828,                0.46833,                 1.0749,               0.002179,               0.002179,               0.002179
                     81,                0.96828,                0.73072,                 1.1427,                0.88998,                0.92106,                0.95083,                0.73526,                0.86661,                0.46651,                 1.0736,                0.00208,                0.00208,                0.00208
                     82,                0.95952,                0.71285,                 1.1382,                 0.8903,                0.92216,                0.95145,                0.73652,                0.86503,                0.46455,                 1.0727,               0.001981,               0.001981,               0.001981
                     83,                0.96161,                0.71825,                 1.1396,                0.89174,                0.92214,                0.95194,                0.73726,                0.86338,                0.46311,                 1.0718,               0.001882,               0.001882,               0.001882
                     84,                0.95341,                0.71364,                 1.1361,                0.89253,                0.92108,                 0.9526,                0.73818,                0.86161,                0.46124,                 1.0706,               0.001783,               0.001783,               0.001783
                     85,                 0.9535,                0.71413,                 1.1347,                0.89111,                0.92395,                0.95295,                0.73901,                0.86001,                0.45982,                 1.0695,               0.001684,               0.001684,               0.001684
                     86,                 0.9435,                0.69936,                 1.1297,                0.89361,                0.92345,                0.95332,                0.73974,                0.85854,                0.45829,                 1.0687,               0.001585,               0.001585,               0.001585
                     87,                0.94745,                0.70052,                 1.1307,                0.89329,                0.92466,                0.95353,                0.74045,                 0.8572,                0.45717,                 1.0681,               0.001486,               0.001486,               0.001486
                     88,                0.94788,                 0.6946,                 1.1319,                 0.8937,                0.92475,                0.95388,                0.74104,                0.85578,                0.45578,                 1.0675,               0.001387,               0.001387,               0.001387
                     89,                0.94685,                0.68989,                 1.1341,                0.89821,                0.92275,                 0.9541,                0.74162,                0.85457,                0.45469,                  1.067,               0.001288,               0.001288,               0.001288
                     90,                0.94706,                0.69276,                 1.1313,                0.89467,                0.92656,                0.95469,                0.74236,                0.85318,                0.45351,                 1.0663,               0.001189,               0.001189,               0.001189
                     91,                0.94258,                0.68942,                 1.1315,                0.89542,                0.92652,                0.95506,                0.74327,                0.85207,                0.45226,                 1.0658,                0.00109,                0.00109,                0.00109
                     92,                0.93567,                0.67609,                 1.1252,                0.89481,                0.92811,                0.95536,                0.74403,                0.85086,                0.45108,                 1.0654,               0.000991,               0.000991,               0.000991
                     93,                0.93759,                0.67607,                 1.1261,                0.89601,                0.92787,                0.95567,                0.74457,                0.84989,                0.45011,                  1.065,               0.000892,               0.000892,               0.000892
                     94,                0.93182,                 0.6729,                 1.1234,                0.89638,                  0.928,                0.95593,                0.74526,                0.84886,                0.44905,                 1.0646,               0.000793,               0.000793,               0.000793
                     95,                0.92643,                0.66452,                 1.1195,                 0.8966,                0.92876,                0.95622,                0.74576,                0.84785,                 0.4478,                  1.064,               0.000694,               0.000694,               0.000694
                     96,                0.93136,                0.67239,                  1.122,                 0.8978,                0.92814,                0.95638,                0.74616,                0.84708,                0.44702,                 1.0634,               0.000595,               0.000595,               0.000595
                     97,                0.92249,                0.66196,                 1.1186,                0.89736,                0.92976,                0.95665,                0.74648,                0.84619,                0.44619,                  1.063,               0.000496,               0.000496,               0.000496
                     98,                0.92352,                0.66361,                 1.1233,                0.89673,                0.93149,                0.95682,                0.74695,                0.84537,                0.44536,                 1.0626,               0.000397,               0.000397,               0.000397
                     99,                0.92226,                0.65489,                  1.118,                0.89786,                0.93123,                0.95697,                 0.7472,                 0.8447,                 0.4446,                 1.0622,               0.000298,               0.000298,               0.000298
